user_id,days_since_last_purchase,purchase_day_frequency,purchase_count,R_score,F_score,M_score,R_level,F_level,M_level,rfm_type,purchase_days,avg_days_per_purchase_day,last_purchase_time,survey_end_time,hours_since_last_purchase,total_behavior_count,distinct_purchase_item_count,purchase_rate,total_purchase_count
100462790,26.0,0.0323,2,1.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-11-22 00:00:00,2014-12-18 23:00:00,647.0,,,,
100497308,3.0,0.129,8,3.0,3.0,3.0,低,高,高,重要保持用户,4,7.75,2014-12-15 13:00:00,2014-12-18 23:00:00,82.0,,,,
100509623,6.0,0.2258,28,2.0,4.0,5.0,低,高,高,重要保持用户,7,4.43,2014-12-12 18:00:00,2014-12-18 23:00:00,149.0,,,,
100517846,12.0,0.0645,3,1.0,2.0,2.0,低,低,低,低价值用户,2,15.5,2014-12-06 15:00:00,2014-12-18 23:00:00,296.0,,,,
100522480,3.0,0.0323,1,3.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-12-15 20:00:00,2014-12-18 23:00:00,75.0,,,,
100530696,2.0,0.0645,2,4.0,2.0,1.0,高,低,低,一般价值用户,2,15.5,2014-12-16 19:00:00,2014-12-18 23:00:00,52.0,,,,
100559064,15.0,0.1613,9,1.0,3.0,3.0,低,高,高,重要保持用户,5,6.2,2014-12-03 20:00:00,2014-12-18 23:00:00,363.0,,,,
100570607,3.0,0.0968,7,3.0,2.0,3.0,低,低,高,一般发展用户,3,10.33,2014-12-15 14:00:00,2014-12-18 23:00:00,81.0,,,,
100605176,0.0,0.1613,8,5.0,3.0,3.0,高,高,高,重要价值用户,5,6.2,2014-12-18 22:00:00,2014-12-18 23:00:00,1.0,,,,
100617828,1.0,0.3871,33,4.0,5.0,5.0,高,高,高,重要价值用户,12,2.58,2014-12-17 11:00:00,2014-12-18 23:00:00,36.0,2622.0,33.0,0.0126,33.0
100625191,2.0,0.1613,8,4.0,3.0,3.0,高,高,高,重要价值用户,5,6.2,2014-12-16 11:00:00,2014-12-18 23:00:00,60.0,,,,
100628422,6.0,0.0968,3,2.0,2.0,2.0,低,低,低,低价值用户,3,10.33,2014-12-12 13:00:00,2014-12-18 23:00:00,154.0,,,,
100632766,1.0,0.2258,8,4.0,4.0,3.0,高,高,高,重要价值用户,7,4.43,2014-12-17 11:00:00,2014-12-18 23:00:00,36.0,,,,
100633536,6.0,0.0323,3,2.0,1.0,2.0,低,低,低,低价值用户,1,31.0,2014-12-12 12:00:00,2014-12-18 23:00:00,155.0,,,,
100637858,0.0,0.3871,37,5.0,5.0,5.0,高,高,高,重要价值用户,12,2.58,2014-12-18 21:00:00,2014-12-18 23:00:00,2.0,5394.0,37.0,0.0069,37.0
100644641,1.0,0.1935,12,4.0,4.0,4.0,高,高,高,重要价值用户,6,5.17,2014-12-17 12:00:00,2014-12-18 23:00:00,35.0,,,,
100650188,5.0,0.129,5,3.0,3.0,2.0,低,高,低,一般保持用户,4,7.75,2014-12-13 19:00:00,2014-12-18 23:00:00,124.0,,,,
100674178,2.0,0.129,5,4.0,3.0,2.0,高,高,低,重要潜力用户,4,7.75,2014-12-16 03:00:00,2014-12-18 23:00:00,68.0,,,,
100684618,0.0,0.4194,27,5.0,5.0,5.0,高,高,高,重要价值用户,13,2.38,2014-12-18 23:00:00,2014-12-18 23:00:00,0.0,,,,
100690180,19.0,0.0323,6,1.0,1.0,2.0,低,低,低,低价值用户,1,31.0,2014-11-29 20:00:00,2014-12-18 23:00:00,459.0,,,,
100701928,21.0,0.0645,4,1.0,2.0,2.0,低,低,低,低价值用户,2,15.5,2014-11-27 10:00:00,2014-12-18 23:00:00,517.0,,,,
100737108,0.0,0.1935,8,5.0,4.0,3.0,高,高,高,重要价值用户,6,5.17,2014-12-18 15:00:00,2014-12-18 23:00:00,8.0,,,,
100742887,0.0,0.4194,37,5.0,5.0,5.0,高,高,高,重要价值用户,13,2.38,2014-12-18 19:00:00,2014-12-18 23:00:00,4.0,1400.0,32.0,0.0264,37.0
100745953,29.0,0.0323,1,1.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-11-19 18:00:00,2014-12-18 23:00:00,701.0,,,,
100753537,21.0,0.1935,10,1.0,4.0,3.0,低,高,高,重要保持用户,6,5.17,2014-11-27 18:00:00,2014-12-18 23:00:00,509.0,,,,
100757305,2.0,0.0645,7,4.0,2.0,3.0,高,低,高,重要发展用户,2,15.5,2014-12-16 21:00:00,2014-12-18 23:00:00,50.0,,,,
100772562,3.0,0.1613,10,3.0,3.0,3.0,低,高,高,重要保持用户,5,6.2,2014-12-15 18:00:00,2014-12-18 23:00:00,77.0,,,,
100816273,0.0,0.5806,151,5.0,5.0,5.0,高,高,高,重要价值用户,18,1.72,2014-12-18 20:00:00,2014-12-18 23:00:00,3.0,4290.0,140.0,0.0352,151.0
100817523,8.0,0.2903,9,2.0,5.0,3.0,低,高,高,重要保持用户,9,3.44,2014-12-10 15:00:00,2014-12-18 23:00:00,200.0,,,,
100833741,8.0,0.0645,3,2.0,2.0,2.0,低,低,低,低价值用户,2,15.5,2014-12-10 23:00:00,2014-12-18 23:00:00,192.0,,,,
100853561,2.0,0.3226,33,4.0,5.0,5.0,高,高,高,重要价值用户,10,3.1,2014-12-16 16:00:00,2014-12-18 23:00:00,55.0,2405.0,27.0,0.0137,33.0
100854241,3.0,0.129,5,3.0,3.0,2.0,低,高,低,一般保持用户,4,7.75,2014-12-15 21:00:00,2014-12-18 23:00:00,74.0,,,,
100862503,6.0,0.3226,20,2.0,5.0,5.0,低,高,高,重要保持用户,10,3.1,2014-12-12 22:00:00,2014-12-18 23:00:00,145.0,,,,
100870297,2.0,0.2903,25,4.0,5.0,5.0,高,高,高,重要价值用户,9,3.44,2014-12-16 21:00:00,2014-12-18 23:00:00,50.0,,,,
100871846,3.0,0.3226,24,3.0,5.0,5.0,低,高,高,重要保持用户,10,3.1,2014-12-15 11:00:00,2014-12-18 23:00:00,84.0,,,,
100874047,11.0,0.1613,12,1.0,3.0,4.0,低,高,高,重要保持用户,5,6.2,2014-12-07 12:00:00,2014-12-18 23:00:00,275.0,,,,
100875707,6.0,0.1613,9,2.0,3.0,3.0,低,高,高,重要保持用户,5,6.2,2014-12-12 13:00:00,2014-12-18 23:00:00,154.0,,,,
100876687,3.0,0.129,10,3.0,3.0,3.0,低,高,高,重要保持用户,4,7.75,2014-12-15 02:00:00,2014-12-18 23:00:00,93.0,,,,
100896290,8.0,0.2258,15,2.0,4.0,4.0,低,高,高,重要保持用户,7,4.43,2014-12-10 22:00:00,2014-12-18 23:00:00,193.0,,,,
100915219,0.0,0.0645,2,5.0,2.0,1.0,高,低,低,一般价值用户,2,15.5,2014-12-18 10:00:00,2014-12-18 23:00:00,13.0,,,,
100917596,4.0,0.1935,39,3.0,4.0,5.0,低,高,高,重要保持用户,6,5.17,2014-12-14 13:00:00,2014-12-18 23:00:00,106.0,2262.0,35.0,0.0172,39.0
100917601,1.0,0.0968,7,4.0,2.0,3.0,高,低,高,重要发展用户,3,10.33,2014-12-17 15:00:00,2014-12-18 23:00:00,32.0,,,,
100929958,0.0,0.5484,28,5.0,5.0,5.0,高,高,高,重要价值用户,17,1.82,2014-12-18 11:00:00,2014-12-18 23:00:00,12.0,,,,
100968525,0.0,0.2581,15,5.0,4.0,4.0,高,高,高,重要价值用户,8,3.88,2014-12-18 15:00:00,2014-12-18 23:00:00,8.0,,,,
101010836,6.0,0.129,4,2.0,3.0,2.0,低,高,低,一般保持用户,4,7.75,2014-12-12 09:00:00,2014-12-18 23:00:00,158.0,,,,
101016413,0.0,0.0968,3,5.0,2.0,2.0,高,低,低,一般价值用户,3,10.33,2014-12-18 21:00:00,2014-12-18 23:00:00,2.0,,,,
101050024,3.0,0.3548,14,3.0,5.0,4.0,低,高,高,重要保持用户,11,2.82,2014-12-15 20:00:00,2014-12-18 23:00:00,75.0,,,,
101061002,1.0,0.3548,51,4.0,5.0,5.0,高,高,高,重要价值用户,11,2.82,2014-12-17 23:00:00,2014-12-18 23:00:00,24.0,1748.0,46.0,0.0292,51.0
101120745,4.0,0.2258,8,3.0,4.0,3.0,低,高,高,重要保持用户,7,4.43,2014-12-14 23:00:00,2014-12-18 23:00:00,96.0,,,,
101122114,6.0,0.1935,18,2.0,4.0,4.0,低,高,高,重要保持用户,6,5.17,2014-12-12 13:00:00,2014-12-18 23:00:00,154.0,,,,
101150402,6.0,0.2581,16,2.0,4.0,4.0,低,高,高,重要保持用户,8,3.88,2014-12-12 00:00:00,2014-12-18 23:00:00,167.0,,,,
101190507,2.0,0.3871,19,4.0,5.0,4.0,高,高,高,重要价值用户,12,2.58,2014-12-16 10:00:00,2014-12-18 23:00:00,61.0,,,,
101250285,2.0,0.3226,17,4.0,5.0,4.0,高,高,高,重要价值用户,10,3.1,2014-12-16 14:00:00,2014-12-18 23:00:00,57.0,,,,
101256206,1.0,0.2581,42,4.0,4.0,5.0,高,高,高,重要价值用户,8,3.88,2014-12-17 17:00:00,2014-12-18 23:00:00,30.0,1504.0,38.0,0.0279,42.0
101256818,3.0,0.2258,22,3.0,4.0,5.0,低,高,高,重要保持用户,7,4.43,2014-12-15 23:00:00,2014-12-18 23:00:00,72.0,,,,
101257188,0.0,0.2258,16,5.0,4.0,4.0,高,高,高,重要价值用户,7,4.43,2014-12-18 14:00:00,2014-12-18 23:00:00,9.0,,,,
101260672,2.0,0.0968,3,4.0,2.0,2.0,高,低,低,一般价值用户,3,10.33,2014-12-16 12:00:00,2014-12-18 23:00:00,59.0,,,,
101287551,5.0,0.2258,13,3.0,4.0,4.0,低,高,高,重要保持用户,7,4.43,2014-12-13 03:00:00,2014-12-18 23:00:00,140.0,,,,
101304117,3.0,0.3871,24,3.0,5.0,5.0,低,高,高,重要保持用户,12,2.58,2014-12-15 11:00:00,2014-12-18 23:00:00,84.0,,,,
101305944,6.0,0.1935,11,2.0,4.0,4.0,低,高,高,重要保持用户,6,5.17,2014-12-12 16:00:00,2014-12-18 23:00:00,151.0,,,,
101310254,24.0,0.0323,2,1.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-11-24 10:00:00,2014-12-18 23:00:00,589.0,,,,
101361390,0.0,0.1613,16,5.0,3.0,4.0,高,高,高,重要价值用户,5,6.2,2014-12-18 23:00:00,2014-12-18 23:00:00,0.0,,,,
101392927,28.0,0.0323,1,1.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-11-20 09:00:00,2014-12-18 23:00:00,686.0,,,,
101403291,14.0,0.0323,8,1.0,1.0,3.0,低,低,高,一般发展用户,1,31.0,2014-12-04 22:00:00,2014-12-18 23:00:00,337.0,,,,
101406137,2.0,0.129,5,4.0,3.0,2.0,高,高,低,重要潜力用户,4,7.75,2014-12-16 18:00:00,2014-12-18 23:00:00,53.0,,,,
101435898,1.0,0.2258,10,4.0,4.0,3.0,高,高,高,重要价值用户,7,4.43,2014-12-17 15:00:00,2014-12-18 23:00:00,32.0,,,,
101437780,10.0,0.1935,8,1.0,4.0,3.0,低,高,高,重要保持用户,6,5.17,2014-12-08 11:00:00,2014-12-18 23:00:00,252.0,,,,
101449182,27.0,0.0323,3,1.0,1.0,2.0,低,低,低,低价值用户,1,31.0,2014-11-21 23:00:00,2014-12-18 23:00:00,648.0,,,,
101456770,0.0,0.3226,30,5.0,5.0,5.0,高,高,高,重要价值用户,10,3.1,2014-12-18 16:00:00,2014-12-18 23:00:00,7.0,1886.0,26.0,0.0159,30.0
101461439,12.0,0.2903,58,1.0,5.0,5.0,低,高,高,重要保持用户,9,3.44,2014-12-06 17:00:00,2014-12-18 23:00:00,294.0,1146.0,32.0,0.0506,58.0
101466976,14.0,0.2581,27,1.0,4.0,5.0,低,高,高,重要保持用户,8,3.88,2014-12-04 23:00:00,2014-12-18 23:00:00,336.0,,,,
101503683,24.0,0.0645,2,1.0,2.0,1.0,低,低,低,低价值用户,2,15.5,2014-11-24 07:00:00,2014-12-18 23:00:00,592.0,,,,
101504942,6.0,0.0323,3,2.0,1.0,2.0,低,低,低,低价值用户,1,31.0,2014-12-12 21:00:00,2014-12-18 23:00:00,146.0,,,,
101508404,4.0,0.1935,35,3.0,4.0,5.0,低,高,高,重要保持用户,6,5.17,2014-12-14 18:00:00,2014-12-18 23:00:00,101.0,3602.0,25.0,0.0097,35.0
101511260,3.0,0.2258,21,3.0,4.0,5.0,低,高,高,重要保持用户,7,4.43,2014-12-15 23:00:00,2014-12-18 23:00:00,72.0,,,,
101532356,3.0,0.3226,32,3.0,5.0,5.0,低,高,高,重要保持用户,10,3.1,2014-12-15 08:00:00,2014-12-18 23:00:00,87.0,1412.0,30.0,0.0227,32.0
101534361,9.0,0.2258,13,1.0,4.0,4.0,低,高,高,重要保持用户,7,4.43,2014-12-09 12:00:00,2014-12-18 23:00:00,227.0,,,,
101538639,11.0,0.0968,28,1.0,2.0,5.0,低,低,高,一般发展用户,3,10.33,2014-12-07 20:00:00,2014-12-18 23:00:00,267.0,314.0,21.0,0.0892,28.0
101560598,0.0,0.1935,13,5.0,4.0,4.0,高,高,高,重要价值用户,6,5.17,2014-12-18 11:00:00,2014-12-18 23:00:00,12.0,,,,
101570549,16.0,0.129,6,1.0,3.0,2.0,低,高,低,一般保持用户,4,7.75,2014-12-02 18:00:00,2014-12-18 23:00:00,389.0,,,,
101601722,1.0,0.2903,16,4.0,5.0,4.0,高,高,高,重要价值用户,9,3.44,2014-12-17 13:00:00,2014-12-18 23:00:00,34.0,,,,
101615370,0.0,0.0323,2,5.0,1.0,1.0,高,低,低,一般价值用户,1,31.0,2014-12-18 08:00:00,2014-12-18 23:00:00,15.0,,,,
101664376,0.0,0.3548,56,5.0,5.0,5.0,高,高,高,重要价值用户,11,2.82,2014-12-18 18:00:00,2014-12-18 23:00:00,5.0,1779.0,51.0,0.0315,56.0
101682609,0.0,0.2581,10,5.0,4.0,3.0,高,高,高,重要价值用户,8,3.88,2014-12-18 12:00:00,2014-12-18 23:00:00,11.0,,,,
101685919,2.0,0.129,6,4.0,3.0,2.0,高,高,低,重要潜力用户,4,7.75,2014-12-16 08:00:00,2014-12-18 23:00:00,63.0,,,,
101689479,5.0,0.3226,12,3.0,5.0,4.0,低,高,高,重要保持用户,10,3.1,2014-12-13 21:00:00,2014-12-18 23:00:00,122.0,,,,
101698393,2.0,0.2258,15,4.0,4.0,4.0,高,高,高,重要价值用户,7,4.43,2014-12-16 17:00:00,2014-12-18 23:00:00,54.0,,,,
101708064,2.0,0.3226,15,4.0,5.0,4.0,高,高,高,重要价值用户,10,3.1,2014-12-16 16:00:00,2014-12-18 23:00:00,55.0,,,,
101719830,6.0,0.0323,1,2.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-12-12 12:00:00,2014-12-18 23:00:00,155.0,,,,
101734993,6.0,0.2258,14,2.0,4.0,4.0,低,高,高,重要保持用户,7,4.43,2014-12-12 18:00:00,2014-12-18 23:00:00,149.0,,,,
101748138,6.0,0.1613,35,2.0,3.0,5.0,低,高,高,重要保持用户,5,6.2,2014-12-12 10:00:00,2014-12-18 23:00:00,157.0,3102.0,34.0,0.0113,35.0
101777748,24.0,0.0645,2,1.0,2.0,1.0,低,低,低,低价值用户,2,15.5,2014-11-24 13:00:00,2014-12-18 23:00:00,586.0,,,,
101778477,6.0,0.1935,14,2.0,4.0,4.0,低,高,高,重要保持用户,6,5.17,2014-12-12 10:00:00,2014-12-18 23:00:00,157.0,,,,
101781721,2.0,0.0645,4,4.0,2.0,2.0,高,低,低,一般价值用户,2,15.5,2014-12-16 12:00:00,2014-12-18 23:00:00,59.0,,,,
101798575,26.0,0.0323,1,1.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-11-22 08:00:00,2014-12-18 23:00:00,639.0,,,,
101828235,4.0,0.2581,29,3.0,4.0,5.0,低,高,高,重要保持用户,8,3.88,2014-12-14 16:00:00,2014-12-18 23:00:00,103.0,1613.0,26.0,0.018,29.0
101828853,26.0,0.0645,6,1.0,2.0,2.0,低,低,低,低价值用户,2,15.5,2014-11-22 07:00:00,2014-12-18 23:00:00,640.0,,,,
101833065,1.0,0.0645,2,4.0,2.0,1.0,高,低,低,一般价值用户,2,15.5,2014-12-17 20:00:00,2014-12-18 23:00:00,27.0,,,,
101854346,1.0,0.2581,12,4.0,4.0,4.0,高,高,高,重要价值用户,8,3.88,2014-12-17 20:00:00,2014-12-18 23:00:00,27.0,,,,
101857968,4.0,0.2903,16,3.0,5.0,4.0,低,高,高,重要保持用户,9,3.44,2014-12-14 15:00:00,2014-12-18 23:00:00,104.0,,,,
101898979,15.0,0.2258,10,1.0,4.0,3.0,低,高,高,重要保持用户,7,4.43,2014-12-03 20:00:00,2014-12-18 23:00:00,363.0,,,,
101899044,0.0,0.2581,12,5.0,4.0,4.0,高,高,高,重要价值用户,8,3.88,2014-12-18 14:00:00,2014-12-18 23:00:00,9.0,,,,
101903161,0.0,0.2903,21,5.0,5.0,5.0,高,高,高,重要价值用户,9,3.44,2014-12-18 11:00:00,2014-12-18 23:00:00,12.0,,,,
101910216,6.0,0.1613,6,2.0,3.0,2.0,低,高,低,一般保持用户,5,6.2,2014-12-12 00:00:00,2014-12-18 23:00:00,167.0,,,,
101970196,0.0,0.0323,1,5.0,1.0,1.0,高,低,低,一般价值用户,1,31.0,2014-12-18 09:00:00,2014-12-18 23:00:00,14.0,,,,
102011432,6.0,0.1935,12,2.0,4.0,4.0,低,高,高,重要保持用户,6,5.17,2014-12-12 10:00:00,2014-12-18 23:00:00,157.0,,,,
102014015,0.0,0.6452,42,5.0,5.0,5.0,高,高,高,重要价值用户,20,1.55,2014-12-18 14:00:00,2014-12-18 23:00:00,9.0,2496.0,36.0,0.0168,42.0
102028300,2.0,0.3226,14,4.0,5.0,4.0,高,高,高,重要价值用户,10,3.1,2014-12-16 16:00:00,2014-12-18 23:00:00,55.0,,,,
102033461,0.0,0.2258,50,5.0,4.0,5.0,高,高,高,重要价值用户,7,4.43,2014-12-18 23:00:00,2014-12-18 23:00:00,0.0,3118.0,43.0,0.016,50.0
102033644,0.0,0.1935,7,5.0,4.0,3.0,高,高,高,重要价值用户,6,5.17,2014-12-18 23:00:00,2014-12-18 23:00:00,0.0,,,,
102036262,4.0,0.0323,7,3.0,1.0,3.0,低,低,高,一般发展用户,1,31.0,2014-12-14 10:00:00,2014-12-18 23:00:00,109.0,,,,
102042828,0.0,0.4839,66,5.0,5.0,5.0,高,高,高,重要价值用户,15,2.07,2014-12-18 18:00:00,2014-12-18 23:00:00,5.0,1284.0,53.0,0.0514,66.0
102049484,4.0,0.129,4,3.0,3.0,2.0,低,高,低,一般保持用户,4,7.75,2014-12-14 00:00:00,2014-12-18 23:00:00,119.0,,,,
102050588,0.0,0.0968,7,5.0,2.0,3.0,高,低,高,重要发展用户,3,10.33,2014-12-18 13:00:00,2014-12-18 23:00:00,10.0,,,,
102057111,0.0,0.2581,15,5.0,4.0,4.0,高,高,高,重要价值用户,8,3.88,2014-12-18 11:00:00,2014-12-18 23:00:00,12.0,,,,
102064914,2.0,0.4516,54,4.0,5.0,5.0,高,高,高,重要价值用户,14,2.21,2014-12-16 10:00:00,2014-12-18 23:00:00,61.0,2417.0,45.0,0.0223,54.0
102079739,0.0,0.2581,19,5.0,4.0,4.0,高,高,高,重要价值用户,8,3.88,2014-12-18 13:00:00,2014-12-18 23:00:00,10.0,,,,
102139569,17.0,0.1613,10,1.0,3.0,3.0,低,高,高,重要保持用户,5,6.2,2014-12-01 22:00:00,2014-12-18 23:00:00,409.0,,,,
102157365,2.0,0.0968,5,4.0,2.0,2.0,高,低,低,一般价值用户,3,10.33,2014-12-16 22:00:00,2014-12-18 23:00:00,49.0,,,,
102167269,1.0,0.0968,3,4.0,2.0,2.0,高,低,低,一般价值用户,3,10.33,2014-12-17 13:00:00,2014-12-18 23:00:00,34.0,,,,
102168278,6.0,0.0645,5,2.0,2.0,2.0,低,低,低,低价值用户,2,15.5,2014-12-12 08:00:00,2014-12-18 23:00:00,159.0,,,,
102178411,1.0,0.129,7,4.0,3.0,3.0,高,高,高,重要价值用户,4,7.75,2014-12-17 00:00:00,2014-12-18 23:00:00,47.0,,,,
102244291,9.0,0.2258,14,1.0,4.0,4.0,低,高,高,重要保持用户,7,4.43,2014-12-09 18:00:00,2014-12-18 23:00:00,221.0,,,,
102281568,5.0,0.129,5,3.0,3.0,2.0,低,高,低,一般保持用户,4,7.75,2014-12-13 10:00:00,2014-12-18 23:00:00,133.0,,,,
102303177,6.0,0.129,7,2.0,3.0,3.0,低,高,高,重要保持用户,4,7.75,2014-12-12 17:00:00,2014-12-18 23:00:00,150.0,,,,
102339954,6.0,0.0323,1,2.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-12-12 23:00:00,2014-12-18 23:00:00,144.0,,,,
102350790,1.0,0.3548,31,4.0,5.0,5.0,高,高,高,重要价值用户,11,2.82,2014-12-17 19:00:00,2014-12-18 23:00:00,28.0,2138.0,23.0,0.0145,31.0
102366872,2.0,0.3226,13,4.0,5.0,4.0,高,高,高,重要价值用户,10,3.1,2014-12-16 09:00:00,2014-12-18 23:00:00,62.0,,,,
102404735,6.0,0.0645,3,2.0,2.0,2.0,低,低,低,低价值用户,2,15.5,2014-12-12 07:00:00,2014-12-18 23:00:00,160.0,,,,
102417042,5.0,0.129,8,3.0,3.0,3.0,低,高,高,重要保持用户,4,7.75,2014-12-13 18:00:00,2014-12-18 23:00:00,125.0,,,,
102418389,6.0,0.1935,10,2.0,4.0,3.0,低,高,高,重要保持用户,6,5.17,2014-12-12 00:00:00,2014-12-18 23:00:00,167.0,,,,
102429532,24.0,0.0645,2,1.0,2.0,1.0,低,低,低,低价值用户,2,15.5,2014-11-24 01:00:00,2014-12-18 23:00:00,598.0,,,,
102434210,10.0,0.0323,1,1.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-12-08 10:00:00,2014-12-18 23:00:00,253.0,,,,
102442034,1.0,0.0645,2,4.0,2.0,1.0,高,低,低,一般价值用户,2,15.5,2014-12-17 15:00:00,2014-12-18 23:00:00,32.0,,,,
102456563,2.0,0.0645,2,4.0,2.0,1.0,高,低,低,一般价值用户,2,15.5,2014-12-16 13:00:00,2014-12-18 23:00:00,58.0,,,,
102477155,27.0,0.0645,13,1.0,2.0,4.0,低,低,高,一般发展用户,2,15.5,2014-11-21 00:00:00,2014-12-18 23:00:00,671.0,,,,
102499292,19.0,0.0645,2,1.0,2.0,1.0,低,低,低,低价值用户,2,15.5,2014-11-29 15:00:00,2014-12-18 23:00:00,464.0,,,,
102550958,2.0,0.2258,8,4.0,4.0,3.0,高,高,高,重要价值用户,7,4.43,2014-12-16 23:00:00,2014-12-18 23:00:00,48.0,,,,
102557821,2.0,0.0645,3,4.0,2.0,2.0,高,低,低,一般价值用户,2,15.5,2014-12-16 14:00:00,2014-12-18 23:00:00,57.0,,,,
102629009,0.0,0.2581,29,5.0,4.0,5.0,高,高,高,重要价值用户,8,3.88,2014-12-18 09:00:00,2014-12-18 23:00:00,14.0,1124.0,20.0,0.0258,29.0
102663288,1.0,0.2258,55,4.0,4.0,5.0,高,高,高,重要价值用户,7,4.43,2014-12-17 13:00:00,2014-12-18 23:00:00,34.0,4168.0,34.0,0.0132,55.0
102689410,5.0,0.1613,11,3.0,3.0,4.0,低,高,高,重要保持用户,5,6.2,2014-12-13 15:00:00,2014-12-18 23:00:00,128.0,,,,
102690418,4.0,0.0968,4,3.0,2.0,2.0,低,低,低,低价值用户,3,10.33,2014-12-14 08:00:00,2014-12-18 23:00:00,111.0,,,,
102712222,2.0,0.2581,45,4.0,4.0,5.0,高,高,高,重要价值用户,8,3.88,2014-12-16 20:00:00,2014-12-18 23:00:00,51.0,1205.0,31.0,0.0373,45.0
102727427,0.0,0.2903,18,5.0,5.0,4.0,高,高,高,重要价值用户,9,3.44,2014-12-18 20:00:00,2014-12-18 23:00:00,3.0,,,,
102758797,1.0,0.2258,15,4.0,4.0,4.0,高,高,高,重要价值用户,7,4.43,2014-12-17 14:00:00,2014-12-18 23:00:00,33.0,,,,
102767670,0.0,0.0323,1,5.0,1.0,1.0,高,低,低,一般价值用户,1,31.0,2014-12-18 11:00:00,2014-12-18 23:00:00,12.0,,,,
102814676,17.0,0.0968,3,1.0,2.0,2.0,低,低,低,低价值用户,3,10.33,2014-12-01 09:00:00,2014-12-18 23:00:00,422.0,,,,
102825286,0.0,0.6129,126,5.0,5.0,5.0,高,高,高,重要价值用户,19,1.63,2014-12-18 16:00:00,2014-12-18 23:00:00,7.0,3642.0,110.0,0.0346,126.0
102825414,6.0,0.0645,5,2.0,2.0,2.0,低,低,低,低价值用户,2,15.5,2014-12-12 18:00:00,2014-12-18 23:00:00,149.0,,,,
102827853,2.0,0.4194,21,4.0,5.0,5.0,高,高,高,重要价值用户,13,2.38,2014-12-16 11:00:00,2014-12-18 23:00:00,60.0,,,,
102833698,4.0,0.0645,3,3.0,2.0,2.0,低,低,低,低价值用户,2,15.5,2014-12-14 14:00:00,2014-12-18 23:00:00,105.0,,,,
102881474,11.0,0.0323,1,1.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-12-07 19:00:00,2014-12-18 23:00:00,268.0,,,,
102897084,6.0,0.0968,4,2.0,2.0,2.0,低,低,低,低价值用户,3,10.33,2014-12-12 20:00:00,2014-12-18 23:00:00,147.0,,,,
102927615,0.0,0.0645,2,5.0,2.0,1.0,高,低,低,一般价值用户,2,15.5,2014-12-18 10:00:00,2014-12-18 23:00:00,13.0,,,,
102929664,2.0,0.0968,3,4.0,2.0,2.0,高,低,低,一般价值用户,3,10.33,2014-12-16 21:00:00,2014-12-18 23:00:00,50.0,,,,
102930156,1.0,0.4194,27,4.0,5.0,5.0,高,高,高,重要价值用户,13,2.38,2014-12-17 21:00:00,2014-12-18 23:00:00,26.0,,,,
102946950,1.0,0.129,4,4.0,3.0,2.0,高,高,低,重要潜力用户,4,7.75,2014-12-17 20:00:00,2014-12-18 23:00:00,27.0,,,,
102974755,0.0,0.3548,33,5.0,5.0,5.0,高,高,高,重要价值用户,11,2.82,2014-12-18 11:00:00,2014-12-18 23:00:00,12.0,3393.0,24.0,0.0097,33.0
102996286,1.0,0.3548,22,4.0,5.0,5.0,高,高,高,重要价值用户,11,2.82,2014-12-17 13:00:00,2014-12-18 23:00:00,34.0,,,,
102999986,6.0,0.2903,24,2.0,5.0,5.0,低,高,高,重要保持用户,9,3.44,2014-12-12 14:00:00,2014-12-18 23:00:00,153.0,,,,
103036341,10.0,0.0323,1,1.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-12-08 13:00:00,2014-12-18 23:00:00,250.0,,,,
103038630,12.0,0.129,5,1.0,3.0,2.0,低,高,低,一般保持用户,4,7.75,2014-12-06 07:00:00,2014-12-18 23:00:00,304.0,,,,
103039905,18.0,0.129,11,1.0,3.0,4.0,低,高,高,重要保持用户,4,7.75,2014-11-30 21:00:00,2014-12-18 23:00:00,434.0,,,,
103065950,18.0,0.0645,8,1.0,2.0,3.0,低,低,高,一般发展用户,2,15.5,2014-11-30 11:00:00,2014-12-18 23:00:00,444.0,,,,
103090935,0.0,0.4516,14,5.0,5.0,4.0,高,高,高,重要价值用户,14,2.21,2014-12-18 22:00:00,2014-12-18 23:00:00,1.0,,,,
103094356,6.0,0.0323,1,2.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-12-12 08:00:00,2014-12-18 23:00:00,159.0,,,,
103100649,4.0,0.0323,1,3.0,1.0,1.0,低,低,低,低价值用户,1,31.0,2014-12-14 15:00:00,2014-12-18 23:00:00,104.0,,,,
103133076,28.0,0.0645,24,1.0,2.0,5.0,低,低,高,一般发展用户,2,15.5,2014-11-20 01:00:00,2014-12-18 23:00:00,694.0,,,,
