user_id,total_behavior_count,purchase_count,distinct_purchase_item_count,purchase_rate,purchase_days,avg_days_per_purchase_day,purchase_day_frequency,last_purchase_time,survey_end_time,hours_since_last_purchase,days_since_last_purchase
6516985,365,3,2,0.0082,2,15.50,0.0645,"2014-12-12 14:00:00","2014-12-18 23:00:00",153,6
6556740,1168,8,8,0.0068,4,7.75,0.1290,"2014-12-16 20:00:00","2014-12-18 23:00:00",51,2
6566040,151,8,8,0.0530,7,4.43,0.2258,"2014-12-14 21:00:00","2014-12-18 23:00:00",98,4
6582864,720,35,32,0.0486,8,3.88,0.2581,"2014-12-17 11:00:00","2014-12-18 23:00:00",36,1
6596569,537,1,1,0.0019,1,31.00,0.0323,"2014-11-18 21:00:00","2014-12-18 23:00:00",722,30
6598755,183,3,3,0.0164,3,10.33,0.0968,"2014-11-28 19:00:00","2014-12-18 23:00:00",484,20
6640205,520,13,11,0.0250,6,5.17,0.1935,"2014-12-18 22:00:00","2014-12-18 23:00:00",1,0
6643814,404,8,8,0.0198,3,10.33,0.0968,"2014-12-15 14:00:00","2014-12-18 23:00:00",81,3
6685234,1319,6,5,0.0045,4,7.75,0.1290,"2014-12-09 18:00:00","2014-12-18 23:00:00",221,9
6722083,984,11,9,0.0112,8,3.88,0.2581,"2014-12-17 12:00:00","2014-12-18 23:00:00",35,1
6723204,227,3,3,0.0132,3,10.33,0.0968,"2014-12-13 23:00:00","2014-12-18 23:00:00",120,5
6734365,262,6,6,0.0229,2,15.50,0.0645,"2014-12-13 22:00:00","2014-12-18 23:00:00",121,5
6769671,100,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
6776778,795,22,15,0.0277,7,4.43,0.2258,"2014-12-16 10:00:00","2014-12-18 23:00:00",61,2
6799716,316,3,3,0.0095,3,10.33,0.0968,"2014-12-18 16:00:00","2014-12-18 23:00:00",7,0
6812814,279,2,2,0.0072,2,15.50,0.0645,"2014-12-07 14:00:00","2014-12-18 23:00:00",273,11
6814789,3218,35,27,0.0109,14,2.21,0.4516,"2014-12-12 06:00:00","2014-12-18 23:00:00",161,6
6847334,546,3,2,0.0055,3,10.33,0.0968,"2014-12-12 15:00:00","2014-12-18 23:00:00",152,6
6861624,1673,3,3,0.0018,3,10.33,0.0968,"2014-12-16 10:00:00","2014-12-18 23:00:00",61,2
6884739,624,7,7,0.0112,6,5.17,0.1935,"2014-12-15 10:00:00","2014-12-18 23:00:00",85,3
6926678,2220,17,16,0.0077,11,2.82,0.3548,"2014-12-13 20:00:00","2014-12-18 23:00:00",123,5
6931133,252,4,2,0.0159,1,31.00,0.0323,"2014-12-14 16:00:00","2014-12-18 23:00:00",103,4
6957110,13,1,1,0.0769,1,31.00,0.0323,"2014-12-14 22:00:00","2014-12-18 23:00:00",97,4
6966107,351,4,4,0.0114,2,15.50,0.0645,"2014-12-12 22:00:00","2014-12-18 23:00:00",145,6
6997005,1501,43,39,0.0286,14,2.21,0.4516,"2014-12-18 09:00:00","2014-12-18 23:00:00",14,0
7011544,1014,11,8,0.0108,6,5.17,0.1935,"2014-12-18 22:00:00","2014-12-18 23:00:00",1,0
7012275,94,2,2,0.0213,2,15.50,0.0645,"2014-12-10 06:00:00","2014-12-18 23:00:00",209,8
7018172,113,4,4,0.0354,1,31.00,0.0323,"2014-12-12 21:00:00","2014-12-18 23:00:00",146,6
7030262,1190,8,7,0.0067,5,6.20,0.1613,"2014-12-15 19:00:00","2014-12-18 23:00:00",76,3
7033860,278,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
7053874,451,4,4,0.0089,2,15.50,0.0645,"2014-12-12 23:00:00","2014-12-18 23:00:00",144,6
7055673,1784,24,23,0.0135,12,2.58,0.3871,"2014-12-17 19:00:00","2014-12-18 23:00:00",28,1
7072231,1088,6,4,0.0055,5,6.20,0.1613,"2014-12-13 22:00:00","2014-12-18 23:00:00",121,5
7089989,57,1,1,0.0175,1,31.00,0.0323,"2014-12-02 04:00:00","2014-12-18 23:00:00",403,16
7094594,1631,8,8,0.0049,5,6.20,0.1613,"2014-12-17 13:00:00","2014-12-18 23:00:00",34,1
7121453,596,8,8,0.0134,4,7.75,0.1290,"2014-12-15 18:00:00","2014-12-18 23:00:00",77,3
7129140,369,22,22,0.0596,13,2.38,0.4194,"2014-12-18 13:00:00","2014-12-18 23:00:00",10,0
7138866,1632,20,19,0.0123,7,4.43,0.2258,"2014-12-18 16:00:00","2014-12-18 23:00:00",7,0
7144740,2666,4,4,0.0015,2,15.50,0.0645,"2014-12-12 17:00:00","2014-12-18 23:00:00",150,6
7175674,1062,7,7,0.0066,5,6.20,0.1613,"2014-12-14 12:00:00","2014-12-18 23:00:00",107,4
7196391,1165,10,7,0.0086,3,10.33,0.0968,"2014-12-15 15:00:00","2014-12-18 23:00:00",80,3
7197108,1821,3,3,0.0016,3,10.33,0.0968,"2014-12-12 19:00:00","2014-12-18 23:00:00",148,6
7202772,1408,9,8,0.0064,5,6.20,0.1613,"2014-12-15 20:00:00","2014-12-18 23:00:00",75,3
7207480,1432,33,28,0.0230,5,6.20,0.1613,"2014-12-15 22:00:00","2014-12-18 23:00:00",73,3
7223825,524,5,5,0.0095,3,10.33,0.0968,"2014-12-02 12:00:00","2014-12-18 23:00:00",395,16
7226947,1639,47,41,0.0287,4,7.75,0.1290,"2014-12-11 23:00:00","2014-12-18 23:00:00",168,7
7234861,17574,49,48,0.0028,15,2.07,0.4839,"2014-12-12 15:00:00","2014-12-18 23:00:00",152,6
7248646,1097,1,1,0.0009,1,31.00,0.0323,"2014-12-14 11:00:00","2014-12-18 23:00:00",108,4
7254306,908,19,16,0.0209,6,5.17,0.1935,"2014-12-10 12:00:00","2014-12-18 23:00:00",203,8
7267531,924,23,19,0.0249,10,3.10,0.3226,"2014-12-17 18:00:00","2014-12-18 23:00:00",29,1
7277182,865,11,9,0.0127,6,5.17,0.1935,"2014-12-18 11:00:00","2014-12-18 23:00:00",12,0
7288446,258,5,5,0.0194,3,10.33,0.0968,"2014-12-15 09:00:00","2014-12-18 23:00:00",86,3
7295557,3041,7,7,0.0023,6,5.17,0.1935,"2014-12-17 15:00:00","2014-12-18 23:00:00",32,1
7341876,1356,21,20,0.0155,10,3.10,0.3226,"2014-12-18 06:00:00","2014-12-18 23:00:00",17,0
7363107,313,28,24,0.0895,11,2.82,0.3548,"2014-12-14 08:00:00","2014-12-18 23:00:00",111,4
7365270,299,4,4,0.0134,3,10.33,0.0968,"2014-12-17 20:00:00","2014-12-18 23:00:00",27,1
7366396,1400,18,17,0.0129,8,3.88,0.2581,"2014-12-18 20:00:00","2014-12-18 23:00:00",3,0
7391440,783,16,14,0.0204,11,2.82,0.3548,"2014-12-18 17:00:00","2014-12-18 23:00:00",6,0
7397337,3455,22,15,0.0064,9,3.44,0.2903,"2014-12-18 10:00:00","2014-12-18 23:00:00",13,0
7409910,10,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
7427667,200,1,1,0.0050,1,31.00,0.0323,"2014-12-14 20:00:00","2014-12-18 23:00:00",99,4
7434912,593,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
7436994,1200,35,23,0.0292,7,4.43,0.2258,"2014-12-18 10:00:00","2014-12-18 23:00:00",13,0
7446574,822,4,4,0.0049,4,7.75,0.1290,"2014-12-12 13:00:00","2014-12-18 23:00:00",154,6
7470488,884,5,5,0.0057,5,6.20,0.1613,"2014-12-10 21:00:00","2014-12-18 23:00:00",194,8
7507359,183,1,1,0.0055,1,31.00,0.0323,"2014-11-20 21:00:00","2014-12-18 23:00:00",674,28
7538685,310,1,1,0.0032,1,31.00,0.0323,"2014-12-05 12:00:00","2014-12-18 23:00:00",323,13
7554598,361,1,1,0.0028,1,31.00,0.0323,"2014-12-06 17:00:00","2014-12-18 23:00:00",294,12
7560153,602,9,8,0.0150,6,5.17,0.1935,"2014-12-12 22:00:00","2014-12-18 23:00:00",145,6
7572838,176,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
7585996,4078,39,32,0.0096,13,2.38,0.4194,"2014-12-18 16:00:00","2014-12-18 23:00:00",7,0
7604354,234,8,6,0.0342,3,10.33,0.0968,"2014-12-10 21:00:00","2014-12-18 23:00:00",194,8
7606334,292,10,7,0.0342,7,4.43,0.2258,"2014-12-17 12:00:00","2014-12-18 23:00:00",35,1
7610653,610,21,20,0.0344,8,3.88,0.2581,"2014-12-18 09:00:00","2014-12-18 23:00:00",14,0
7612152,2463,8,8,0.0032,5,6.20,0.1613,"2014-12-16 12:00:00","2014-12-18 23:00:00",59,2
7623264,418,1,1,0.0024,1,31.00,0.0323,"2014-12-02 10:00:00","2014-12-18 23:00:00",397,16
7630304,3027,15,13,0.0050,11,2.82,0.3548,"2014-12-14 14:00:00","2014-12-18 23:00:00",105,4
7646195,464,12,12,0.0259,8,3.88,0.2581,"2014-12-16 14:00:00","2014-12-18 23:00:00",57,2
7647261,298,2,2,0.0067,1,31.00,0.0323,"2014-12-10 22:00:00","2014-12-18 23:00:00",193,8
7679270,871,18,17,0.0207,12,2.58,0.3871,"2014-12-17 19:00:00","2014-12-18 23:00:00",28,1
7713477,880,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
7723951,624,2,2,0.0032,2,15.50,0.0645,"2014-12-15 16:00:00","2014-12-18 23:00:00",79,3
7733967,206,6,6,0.0291,3,10.33,0.0968,"2014-12-11 08:00:00","2014-12-18 23:00:00",183,7
7761295,2380,13,13,0.0055,3,10.33,0.0968,"2014-11-27 14:00:00","2014-12-18 23:00:00",513,21
7766678,1199,7,7,0.0058,6,5.17,0.1935,"2014-12-13 19:00:00","2014-12-18 23:00:00",124,5
7774023,2966,16,15,0.0054,9,3.44,0.2903,"2014-12-17 16:00:00","2014-12-18 23:00:00",31,1
7780072,605,1,1,0.0017,1,31.00,0.0323,"2014-12-01 20:00:00","2014-12-18 23:00:00",411,17
7788241,1076,27,25,0.0251,13,2.38,0.4194,"2014-12-18 20:00:00","2014-12-18 23:00:00",3,0
7799018,1408,7,4,0.0050,4,7.75,0.1290,"2014-12-11 16:00:00","2014-12-18 23:00:00",175,7
7829997,471,7,7,0.0149,1,31.00,0.0323,"2014-11-24 03:00:00","2014-12-18 23:00:00",596,24
7843229,982,8,8,0.0081,4,7.75,0.1290,"2014-12-13 00:00:00","2014-12-18 23:00:00",143,5
7853740,1823,55,41,0.0302,17,1.82,0.5484,"2014-12-18 15:00:00","2014-12-18 23:00:00",8,0
7874812,332,5,4,0.0151,4,7.75,0.1290,"2014-12-13 17:00:00","2014-12-18 23:00:00",126,5
7881635,1770,4,4,0.0023,3,10.33,0.0968,"2014-12-08 20:00:00","2014-12-18 23:00:00",243,10
7892881,1945,44,35,0.0226,9,3.44,0.2903,"2014-12-18 16:00:00","2014-12-18 23:00:00",7,0
7915670,639,3,3,0.0047,2,15.50,0.0645,"2014-12-18 12:00:00","2014-12-18 23:00:00",11,0
7956207,1602,7,3,0.0044,3,10.33,0.0968,"2014-12-10 06:00:00","2014-12-18 23:00:00",209,8
7959667,432,19,11,0.0440,8,3.88,0.2581,"2014-12-15 20:00:00","2014-12-18 23:00:00",75,3
7970200,141,2,2,0.0142,2,15.50,0.0645,"2014-11-23 13:00:00","2014-12-18 23:00:00",610,25
8009008,1016,9,9,0.0089,8,3.88,0.2581,"2014-12-08 16:00:00","2014-12-18 23:00:00",247,10
8034995,383,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
8045744,2467,11,11,0.0045,4,7.75,0.1290,"2014-12-17 22:00:00","2014-12-18 23:00:00",25,1
8052951,1068,32,30,0.0300,7,4.43,0.2258,"2014-12-15 18:00:00","2014-12-18 23:00:00",77,3
8085465,139,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
8119848,1208,37,9,0.0306,4,7.75,0.1290,"2014-12-08 08:00:00","2014-12-18 23:00:00",255,10
8197937,3204,35,28,0.0109,6,5.17,0.1935,"2014-12-12 13:00:00","2014-12-18 23:00:00",154,6
8205078,3598,24,22,0.0067,5,6.20,0.1613,"2014-12-03 17:00:00","2014-12-18 23:00:00",366,15
8213864,2980,60,45,0.0201,12,2.58,0.3871,"2014-12-17 13:00:00","2014-12-18 23:00:00",34,1
8217647,2231,16,16,0.0072,12,2.58,0.3871,"2014-12-17 14:00:00","2014-12-18 23:00:00",33,1
8231529,1288,23,19,0.0179,9,3.44,0.2903,"2014-12-18 20:00:00","2014-12-18 23:00:00",3,0
8240912,1695,15,15,0.0088,10,3.10,0.3226,"2014-12-17 19:00:00","2014-12-18 23:00:00",28,1
8249269,3718,11,11,0.0030,10,3.10,0.3226,"2014-12-14 11:00:00","2014-12-18 23:00:00",108,4
8311653,398,2,2,0.0050,2,15.50,0.0645,"2014-12-13 22:00:00","2014-12-18 23:00:00",121,5
8319301,72,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
8325510,6849,11,11,0.0016,9,3.44,0.2903,"2014-12-16 12:00:00","2014-12-18 23:00:00",59,2
8337357,804,11,11,0.0137,7,4.43,0.2258,"2014-12-18 14:00:00","2014-12-18 23:00:00",9,0
8350359,2853,5,5,0.0018,2,15.50,0.0645,"2014-12-06 21:00:00","2014-12-18 23:00:00",290,12
8354126,5208,4,4,0.0008,3,10.33,0.0968,"2014-12-14 15:00:00","2014-12-18 23:00:00",104,4
8359310,1043,4,3,0.0038,4,7.75,0.1290,"2014-12-15 16:00:00","2014-12-18 23:00:00",79,3
8362294,205,11,11,0.0537,5,6.20,0.1613,"2014-12-12 14:00:00","2014-12-18 23:00:00",153,6
8370322,1332,18,18,0.0135,13,2.38,0.4194,"2014-12-11 17:00:00","2014-12-18 23:00:00",174,7
8376762,20,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
8382449,2661,33,30,0.0124,12,2.58,0.3871,"2014-12-18 17:00:00","2014-12-18 23:00:00",6,0
8388321,320,9,9,0.0281,2,15.50,0.0645,"2014-12-12 18:00:00","2014-12-18 23:00:00",149,6
8397935,963,4,4,0.0042,4,7.75,0.1290,"2014-12-16 15:00:00","2014-12-18 23:00:00",56,2
8400761,16,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
8406569,853,10,10,0.0117,5,6.20,0.1613,"2014-12-12 02:00:00","2014-12-18 23:00:00",165,6
8413012,135,4,4,0.0296,2,15.50,0.0645,"2014-12-12 10:00:00","2014-12-18 23:00:00",157,6
8427578,169,3,2,0.0178,3,10.33,0.0968,"2014-12-14 14:00:00","2014-12-18 23:00:00",105,4
8439431,898,1,1,0.0011,1,31.00,0.0323,"2014-12-16 10:00:00","2014-12-18 23:00:00",61,2
8440456,4426,8,7,0.0018,7,4.43,0.2258,"2014-12-12 13:00:00","2014-12-18 23:00:00",154,6
8443684,3413,13,10,0.0038,7,4.43,0.2258,"2014-12-18 23:00:00","2014-12-18 23:00:00",0,0
8445368,463,9,7,0.0194,7,4.43,0.2258,"2014-12-16 15:00:00","2014-12-18 23:00:00",56,2
8446375,118,5,5,0.0424,5,6.20,0.1613,"2014-12-13 12:00:00","2014-12-18 23:00:00",131,5
8452470,474,14,11,0.0295,6,5.17,0.1935,"2014-12-18 09:00:00","2014-12-18 23:00:00",14,0
8455780,619,9,8,0.0145,5,6.20,0.1613,"2014-12-09 17:00:00","2014-12-18 23:00:00",222,9
8499333,1463,10,8,0.0068,4,7.75,0.1290,"2014-12-15 19:00:00","2014-12-18 23:00:00",76,3
8499885,949,27,26,0.0285,8,3.88,0.2581,"2014-12-11 15:00:00","2014-12-18 23:00:00",176,7
8509077,38,2,2,0.0526,2,15.50,0.0645,"2014-12-03 17:00:00","2014-12-18 23:00:00",366,15
8544418,264,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
8581353,904,10,7,0.0111,6,5.17,0.1935,"2014-12-12 07:00:00","2014-12-18 23:00:00",160,6
8596951,5414,37,29,0.0068,14,2.21,0.4516,"2014-12-17 15:00:00","2014-12-18 23:00:00",32,1
8679255,1941,72,58,0.0371,13,2.38,0.4194,"2014-12-06 23:00:00","2014-12-18 23:00:00",288,12
8686191,1936,13,13,0.0067,7,4.43,0.2258,"2014-12-15 21:00:00","2014-12-18 23:00:00",74,3
8688021,482,14,10,0.0290,5,6.20,0.1613,"2014-12-17 14:00:00","2014-12-18 23:00:00",33,1
8692489,212,3,3,0.0142,3,10.33,0.0968,"2014-12-15 15:00:00","2014-12-18 23:00:00",80,3
8695857,2128,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
8702919,3515,33,30,0.0094,10,3.10,0.3226,"2014-12-15 10:00:00","2014-12-18 23:00:00",85,3
8747297,97,4,3,0.0412,3,10.33,0.0968,"2014-12-12 01:00:00","2014-12-18 23:00:00",166,6
8750098,345,10,9,0.0290,6,5.17,0.1935,"2014-12-18 15:00:00","2014-12-18 23:00:00",8,0
8764314,594,28,24,0.0471,8,3.88,0.2581,"2014-12-11 21:00:00","2014-12-18 23:00:00",170,7
8784082,326,12,10,0.0368,5,6.20,0.1613,"2014-12-15 20:00:00","2014-12-18 23:00:00",75,3
8785103,62,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
8801409,2254,13,13,0.0058,7,4.43,0.2258,"2014-12-17 12:00:00","2014-12-18 23:00:00",35,1
8820897,1075,14,12,0.0130,6,5.17,0.1935,"2014-12-18 12:00:00","2014-12-18 23:00:00",11,0
8823134,223,1,1,0.0045,1,31.00,0.0323,"2014-11-20 22:00:00","2014-12-18 23:00:00",673,28
8832025,631,2,1,0.0032,1,31.00,0.0323,"2014-11-22 11:00:00","2014-12-18 23:00:00",636,26
8847877,2089,25,21,0.0120,12,2.58,0.3871,"2014-12-17 17:00:00","2014-12-18 23:00:00",30,1
8856141,403,5,5,0.0124,5,6.20,0.1613,"2014-12-18 10:00:00","2014-12-18 23:00:00",13,0
8863153,155,4,4,0.0258,3,10.33,0.0968,"2014-12-17 12:00:00","2014-12-18 23:00:00",35,1
8886191,6534,38,27,0.0058,12,2.58,0.3871,"2014-12-16 10:00:00","2014-12-18 23:00:00",61,2
8909639,339,11,7,0.0324,4,7.75,0.1290,"2014-12-06 09:00:00","2014-12-18 23:00:00",302,12
8913893,1719,25,22,0.0145,7,4.43,0.2258,"2014-12-18 20:00:00","2014-12-18 23:00:00",3,0
8915107,2734,31,31,0.0113,7,4.43,0.2258,"2014-12-16 11:00:00","2014-12-18 23:00:00",60,2
8917150,3535,26,19,0.0074,13,2.38,0.4194,"2014-12-18 10:00:00","2014-12-18 23:00:00",13,0
8971089,170,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
8973625,769,6,6,0.0078,3,10.33,0.0968,"2014-12-15 11:00:00","2014-12-18 23:00:00",84,3
8977686,756,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
9032548,525,2,2,0.0038,2,15.50,0.0645,"2014-11-27 13:00:00","2014-12-18 23:00:00",514,21
9056309,896,6,5,0.0067,2,15.50,0.0645,"2014-12-16 17:00:00","2014-12-18 23:00:00",54,2
9065398,217,1,1,0.0046,1,31.00,0.0323,"2014-12-04 11:00:00","2014-12-18 23:00:00",348,14
9087115,346,3,3,0.0087,3,10.33,0.0968,"2014-12-04 11:00:00","2014-12-18 23:00:00",348,14
9090200,1209,4,4,0.0033,2,15.50,0.0645,"2014-12-05 20:00:00","2014-12-18 23:00:00",315,13
9092898,966,11,9,0.0114,9,3.44,0.2903,"2014-12-17 16:00:00","2014-12-18 23:00:00",31,1
9138659,1854,5,5,0.0027,3,10.33,0.0968,"2014-12-11 12:00:00","2014-12-18 23:00:00",179,7
9144935,497,8,6,0.0161,4,7.75,0.1290,"2014-12-17 13:00:00","2014-12-18 23:00:00",34,1
9149930,1552,13,13,0.0084,5,6.20,0.1613,"2014-12-15 13:00:00","2014-12-18 23:00:00",82,3
9150141,120,1,1,0.0083,1,31.00,0.0323,"2014-12-12 11:00:00","2014-12-18 23:00:00",156,6
9163753,167,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
9171135,812,5,5,0.0062,4,7.75,0.1290,"2014-12-07 14:00:00","2014-12-18 23:00:00",273,11
9180621,1258,15,12,0.0119,4,7.75,0.1290,"2014-12-17 12:00:00","2014-12-18 23:00:00",35,1
9184855,351,14,12,0.0399,2,15.50,0.0645,"2014-12-18 18:00:00","2014-12-18 23:00:00",5,0
9194303,1561,31,27,0.0199,10,3.10,0.3226,"2014-12-07 20:00:00","2014-12-18 23:00:00",267,11
9215982,460,1,1,0.0022,1,31.00,0.0323,"2014-12-07 22:00:00","2014-12-18 23:00:00",265,11
9219164,3919,48,39,0.0122,10,3.10,0.3226,"2014-12-12 22:00:00","2014-12-18 23:00:00",145,6
9225110,2798,11,10,0.0039,6,5.17,0.1935,"2014-12-17 15:00:00","2014-12-18 23:00:00",32,1
9238232,35,2,2,0.0571,2,15.50,0.0645,"2014-11-26 18:00:00","2014-12-18 23:00:00",533,22
9260930,12,1,1,0.0833,1,31.00,0.0323,"2014-11-22 13:00:00","2014-12-18 23:00:00",634,26
9268397,869,14,14,0.0161,3,10.33,0.0968,"2014-12-14 10:00:00","2014-12-18 23:00:00",109,4
9268980,158,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
9290733,3315,43,37,0.0130,13,2.38,0.4194,"2014-12-16 20:00:00","2014-12-18 23:00:00",51,2
9299440,48,7,7,0.1458,1,31.00,0.0323,"2014-12-03 10:00:00","2014-12-18 23:00:00",373,15
9310791,371,9,9,0.0243,8,3.88,0.2581,"2014-12-17 06:00:00","2014-12-18 23:00:00",41,1
9328686,653,3,3,0.0046,2,15.50,0.0645,"2014-12-15 22:00:00","2014-12-18 23:00:00",73,3
9357811,1013,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
9365986,27,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
9367616,721,7,7,0.0097,5,6.20,0.1613,"2014-12-07 20:00:00","2014-12-18 23:00:00",267,11
9371856,1347,15,13,0.0111,9,3.44,0.2903,"2014-12-17 21:00:00","2014-12-18 23:00:00",26,1
9375305,139,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
9380791,69,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
9384380,1188,2,2,0.0017,1,31.00,0.0323,"2014-12-14 11:00:00","2014-12-18 23:00:00",108,4
9388372,1808,12,12,0.0066,6,5.17,0.1935,"2014-12-07 08:00:00","2014-12-18 23:00:00",279,11
9413973,128,1,1,0.0078,1,31.00,0.0323,"2014-11-20 18:00:00","2014-12-18 23:00:00",677,28
9435211,470,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
9451374,3719,13,13,0.0035,11,2.82,0.3548,"2014-12-18 18:00:00","2014-12-18 23:00:00",5,0
9457887,1147,2,2,0.0017,2,15.50,0.0645,"2014-12-12 09:00:00","2014-12-18 23:00:00",158,6
9465624,435,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
9480832,37,1,1,0.0270,1,31.00,0.0323,"2014-12-11 18:00:00","2014-12-18 23:00:00",173,7
9487538,177,5,5,0.0282,3,10.33,0.0968,"2014-12-16 18:00:00","2014-12-18 23:00:00",53,2
9500401,3944,76,69,0.0193,4,7.75,0.1290,"2014-12-11 16:00:00","2014-12-18 23:00:00",175,7
9524175,3803,12,12,0.0032,7,4.43,0.2258,"2014-12-17 22:00:00","2014-12-18 23:00:00",25,1
9528671,2405,28,23,0.0116,10,3.10,0.3226,"2014-12-17 13:00:00","2014-12-18 23:00:00",34,1
9551296,1750,12,12,0.0069,6,5.17,0.1935,"2014-12-12 23:00:00","2014-12-18 23:00:00",144,6
9556056,753,10,8,0.0133,4,7.75,0.1290,"2014-12-12 17:00:00","2014-12-18 23:00:00",150,6
9560592,911,18,14,0.0198,8,3.88,0.2581,"2014-12-13 22:00:00","2014-12-18 23:00:00",121,5
9573620,2004,15,13,0.0075,4,7.75,0.1290,"2014-12-09 16:00:00","2014-12-18 23:00:00",223,9
9601609,481,4,4,0.0083,2,15.50,0.0645,"2014-11-23 08:00:00","2014-12-18 23:00:00",615,25
9639120,6150,30,27,0.0049,12,2.58,0.3871,"2014-12-18 19:00:00","2014-12-18 23:00:00",4,0
9648147,551,1,1,0.0018,1,31.00,0.0323,"2014-11-24 17:00:00","2014-12-18 23:00:00",582,24
9652974,429,5,5,0.0117,4,7.75,0.1290,"2014-12-07 19:00:00","2014-12-18 23:00:00",268,11
9660384,2041,17,13,0.0083,7,4.43,0.2258,"2014-12-08 17:00:00","2014-12-18 23:00:00",246,10
9661335,782,6,6,0.0077,6,5.17,0.1935,"2014-12-14 00:00:00","2014-12-18 23:00:00",119,4
9664816,838,1,1,0.0012,1,31.00,0.0323,"2014-11-27 11:00:00","2014-12-18 23:00:00",516,21
9686681,208,3,1,0.0144,1,31.00,0.0323,"2014-11-24 00:00:00","2014-12-18 23:00:00",599,24
9695904,1331,32,30,0.0240,15,2.07,0.4839,"2014-12-18 14:00:00","2014-12-18 23:00:00",9,0
9710339,1598,58,47,0.0363,9,3.44,0.2903,"2014-12-16 10:00:00","2014-12-18 23:00:00",61,2
9723930,16,1,1,0.0625,1,31.00,0.0323,"2014-12-12 08:00:00","2014-12-18 23:00:00",159,6
9746937,1931,6,6,0.0031,2,15.50,0.0645,"2014-12-18 17:00:00","2014-12-18 23:00:00",6,0
9774692,4319,39,33,0.0090,10,3.10,0.3226,"2014-12-18 17:00:00","2014-12-18 23:00:00",6,0
9784313,618,7,7,0.0113,3,10.33,0.0968,"2014-12-12 08:00:00","2014-12-18 23:00:00",159,6
9790596,575,10,8,0.0174,5,6.20,0.1613,"2014-12-16 20:00:00","2014-12-18 23:00:00",51,2
9797520,469,4,4,0.0085,3,10.33,0.0968,"2014-12-16 14:00:00","2014-12-18 23:00:00",57,2
9821001,106,2,2,0.0189,2,15.50,0.0645,"2014-12-11 22:00:00","2014-12-18 23:00:00",169,7
9829940,794,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
9835014,1117,2,2,0.0018,2,15.50,0.0645,"2014-12-08 23:00:00","2014-12-18 23:00:00",240,10
9860181,498,6,6,0.0120,4,7.75,0.1290,"2014-12-18 17:00:00","2014-12-18 23:00:00",6,0
9862954,768,1,1,0.0013,1,31.00,0.0323,"2014-11-30 10:00:00","2014-12-18 23:00:00",445,18
9863416,1919,13,13,0.0068,4,7.75,0.1290,"2014-12-16 12:00:00","2014-12-18 23:00:00",59,2
9868602,2375,3,3,0.0013,2,15.50,0.0645,"2014-12-18 21:00:00","2014-12-18 23:00:00",2,0
9886065,1890,44,43,0.0233,12,2.58,0.3871,"2014-12-18 13:00:00","2014-12-18 23:00:00",10,0
9890683,397,3,3,0.0076,2,15.50,0.0645,"2014-12-14 20:00:00","2014-12-18 23:00:00",99,4
9899625,457,0,0,0.0000,0,NULL,0.0000,NULL,"2014-12-18 23:00:00",NULL,NULL
9900390,923,8,6,0.0087,5,6.20,0.1613,"2014-12-18 22:00:00","2014-12-18 23:00:00",1,0
9938666,10,1,1,0.1000,1,31.00,0.0323,"2014-11-30 01:00:00","2014-12-18 23:00:00",454,18
