item_category,category_purchase_count,category_item_count,top1_item_id,top1_purchase_count,top1_purchase_share,top5_purchase_count,top5_purchase_share,category_hhi,normalized_category_hhi,category_concentration_type
11499,38,31,187764984,4,0.1053,12,0.3158,0.0415,0.0096,分散型品类
8300,33,28,210409052,4,0.1212,10,0.3030,0.045,0.0096,分散型品类
909,24,20,332647033,3,0.1250,9,0.3750,0.0591,0.0095,分散型品类
1159,24,20,257047493,3,0.1250,9,0.3750,0.0591,0.0095,分散型品类
1456,18,14,238516052,2,0.1111,9,0.5000,0.0803,0.0095,分散型品类
4837,18,14,199242731,2,0.1111,9,0.5000,0.0803,0.0095,分散型品类
7322,39,31,229583915,4,0.1026,13,0.3333,0.0414,0.0094,分散型品类
1877,124,93,235644552,12,0.0968,24,0.1935,0.0199,0.0093,分散型品类
7146,96,55,291573307,6,0.0625,25,0.2604,0.0273,0.0093,分散型品类
10049,92,68,299120347,8,0.0870,22,0.2391,0.0239,0.0093,分散型品类
7576,14,12,286536875,2,0.1429,7,0.5000,0.0918,0.0093,分散型品类
1726,14,12,129381369,2,0.1429,7,0.5000,0.0918,0.0093,分散型品类
2535,14,12,14681864,2,0.1429,7,0.5000,0.0918,0.0093,分散型品类
1509,164,91,15239980,13,0.0793,34,0.2073,0.0199,0.0091,分散型品类
12662,51,42,70588905,5,0.0980,14,0.2745,0.0327,0.0091,分散型品类
9278,39,32,87609101,4,0.1026,12,0.3077,0.0401,0.0091,分散型品类
4230,23,20,104604294,3,0.1304,8,0.3478,0.0586,0.0091,分散型品类
10926,23,20,35765212,3,0.1304,8,0.3478,0.0586,0.0091,分散型品类
8874,193,77,113153774,15,0.0777,41,0.2124,0.0219,0.009,分散型品类
4405,42,38,39289324,5,0.1190,9,0.2143,0.0351,0.009,分散型品类
1267,21,19,377374067,3,0.1429,7,0.3333,0.0612,0.009,分散型品类
12553,137,111,335309109,13,0.0949,25,0.1825,0.0179,0.0089,分散型品类
11894,38,28,42657816,3,0.0789,13,0.3421,0.0443,0.0089,分散型品类
5554,20,15,111740219,2,0.1000,10,0.5000,0.075,0.0089,分散型品类
4962,32,26,14841064,3,0.0938,11,0.3438,0.047,0.0088,分散型品类
905,31,26,31892407,3,0.0968,10,0.3226,0.0469,0.0088,分散型品类
1486,25,21,334358155,3,0.1200,9,0.3600,0.056,0.0088,分散型品类
4273,25,21,250640878,3,0.1200,9,0.3600,0.056,0.0088,分散型品类
5446,25,21,60810135,3,0.1200,9,0.3600,0.056,0.0088,分散型品类
3898,65,52,83128695,6,0.0923,16,0.2462,0.0277,0.0087,分散型品类
10740,40,33,60282057,4,0.1000,12,0.3000,0.0388,0.0087,分散型品类
3656,19,15,36235917,2,0.1053,9,0.4737,0.0748,0.0087,分散型品类
4864,17,14,54465611,2,0.1176,8,0.4706,0.0795,0.0087,分散型品类
6544,17,14,280068437,2,0.1176,8,0.4706,0.0795,0.0087,分散型品类
7711,17,14,118756668,2,0.1176,8,0.4706,0.0795,0.0087,分散型品类
11489,111,77,354926045,8,0.0721,26,0.2342,0.0215,0.0086,分散型品类
6742,90,60,60065681,6,0.0667,22,0.2444,0.0252,0.0086,分散型品类
13393,45,39,305736539,5,0.1111,11,0.2444,0.034,0.0086,分散型品类
12744,35,30,377419681,4,0.1143,10,0.2857,0.0417,0.0086,分散型品类
4627,35,30,51332145,4,0.1143,10,0.2857,0.0417,0.0086,分散型品类
4561,18,11,9466715,2,0.1111,10,0.5556,0.0988,0.0086,分散型品类
10283,28,22,400842167,3,0.1071,11,0.3929,0.0535,0.0085,分散型品类
4364,83,54,355371683,6,0.0723,21,0.2530,0.0268,0.0084,分散型品类
11840,24,21,303798335,3,0.1250,8,0.3333,0.0556,0.0084,分散型品类
6209,46,36,178435650,4,0.0870,14,0.3043,0.0359,0.0083,分散型品类
9762,46,36,390967964,4,0.0870,14,0.3043,0.0359,0.0083,分散型品类
7182,32,27,7302508,3,0.0938,10,0.3125,0.045,0.0083,分散型品类
7720,22,16,136369999,2,0.0909,10,0.4545,0.0703,0.0083,分散型品类
814,182,115,87803186,12,0.0659,38,0.2088,0.0168,0.0082,分散型品类
9970,80,58,227776209,6,0.0750,20,0.2500,0.0253,0.0082,分散型品类
9942,71,49,120328179,5,0.0704,18,0.2535,0.0284,0.0082,分散型品类
2204,56,43,372146295,5,0.0893,15,0.2679,0.0313,0.0082,分散型品类
11879,46,40,205568373,5,0.1087,11,0.2391,0.033,0.0082,分散型品类
12123,26,22,178725702,3,0.1154,9,0.3462,0.0533,0.0082,分散型品类
12388,15,13,62431615,2,0.1333,7,0.4667,0.0845,0.0082,分散型品类
9090,15,13,115654804,2,0.1333,7,0.4667,0.0845,0.0082,分散型品类
1198,15,13,257447027,2,0.1333,7,0.4667,0.0845,0.0082,分散型品类
138,11,10,291691831,2,0.1818,6,0.5455,0.1074,0.0082,分散型品类
574,11,10,203145444,2,0.1818,6,0.5455,0.1074,0.0082,分散型品类
1102,11,10,56582045,2,0.1818,6,0.5455,0.1074,0.0082,分散型品类
1892,11,10,250950972,2,0.1818,6,0.5455,0.1074,0.0082,分散型品类
1996,11,10,287248367,2,0.1818,6,0.5455,0.1074,0.0082,分散型品类
2122,11,10,340847918,2,0.1818,6,0.5455,0.1074,0.0082,分散型品类
3814,11,10,322579809,2,0.1818,6,0.5455,0.1074,0.0082,分散型品类
4880,11,10,34772014,2,0.1818,6,0.5455,0.1074,0.0082,分散型品类
11097,11,10,299489581,2,0.1818,6,0.5455,0.1074,0.0082,分散型品类
11733,11,10,336545332,2,0.1818,6,0.5455,0.1074,0.0082,分散型品类
12195,11,10,295951506,2,0.1818,6,0.5455,0.1074,0.0082,分散型品类
12277,11,10,355360554,2,0.1818,6,0.5455,0.1074,0.0082,分散型品类
12923,11,10,58412552,2,0.1818,6,0.5455,0.1074,0.0082,分散型品类
13408,11,10,2150999,2,0.1818,6,0.5455,0.1074,0.0082,分散型品类
13831,11,10,84327372,2,0.1818,6,0.5455,0.1074,0.0082,分散型品类
13928,11,10,329640319,2,0.1818,6,0.5455,0.1074,0.0082,分散型品类
5118,11,10,64976798,2,0.1818,6,0.5455,0.1074,0.0082,分散型品类
5635,11,10,106621848,2,0.1818,6,0.5455,0.1074,0.0082,分散型品类
5930,11,10,19748438,2,0.1818,6,0.5455,0.1074,0.0082,分散型品类
7653,11,10,86646285,2,0.1818,6,0.5455,0.1074,0.0082,分散型品类
8156,11,10,169209588,2,0.1818,6,0.5455,0.1074,0.0082,分散型品类
8259,11,10,222371240,2,0.1818,6,0.5455,0.1074,0.0082,分散型品类
8541,11,10,185385267,2,0.1818,6,0.5455,0.1074,0.0082,分散型品类
8613,11,10,392747738,2,0.1818,6,0.5455,0.1074,0.0082,分散型品类
8724,11,10,333429840,2,0.1818,6,0.5455,0.1074,0.0082,分散型品类
8967,11,10,33324195,2,0.1818,6,0.5455,0.1074,0.0082,分散型品类
9224,11,10,178985852,2,0.1818,6,0.5455,0.1074,0.0082,分散型品类
9526,11,10,111239790,2,0.1818,6,0.5455,0.1074,0.0082,分散型品类
6531,100,60,322492641,6,0.0600,24,0.2400,0.0246,0.0081,分散型品类
1308,63,51,295601700,6,0.0952,15,0.2381,0.0275,0.008,分散型品类
13404,44,34,364637164,4,0.0909,13,0.2955,0.0372,0.008,分散型品类
3397,40,31,242562285,4,0.1000,12,0.3000,0.04,0.008,分散型品类
12919,30,23,157425891,3,0.1000,11,0.3667,0.0511,0.008,分散型品类
2437,20,16,87444706,2,0.1000,9,0.4500,0.07,0.008,分散型品类
4704,20,16,61427800,2,0.1000,9,0.4500,0.07,0.008,分散型品类
5558,18,15,30923032,2,0.1111,8,0.4444,0.0741,0.008,分散型品类
12874,18,15,99421119,2,0.1111,8,0.4444,0.0741,0.008,分散型品类
5550,207,123,239436199,11,0.0531,41,0.1981,0.0158,0.0078,分散型品类
2631,79,56,219447619,7,0.0886,17,0.2152,0.0255,0.0078,分散型品类
11774,78,59,228512437,7,0.0897,17,0.2179,0.0246,0.0078,分散型品类
10258,77,62,44789,6,0.0779,18,0.2338,0.0238,0.0078,分散型品类
14041,28,23,100583763,3,0.1071,10,0.3571,0.051,0.0078,分散型品类
13050,25,22,223242186,3,0.1200,8,0.3200,0.0528,0.0077,分散型品类
12823,50,37,242738160,4,0.0800,14,0.2800,0.0344,0.0076,分散型品类
3176,32,28,247090192,3,0.0938,9,0.2813,0.0431,0.0076,分散型品类
10979,27,23,235789211,3,0.1111,9,0.3333,0.0507,0.0076,分散型品类
12100,23,21,318715964,3,0.1304,7,0.3043,0.0548,0.0076,分散型品类
5522,23,15,22604149,2,0.0870,10,0.4348,0.0738,0.0076,分散型品类
767,23,21,341190953,3,0.1304,7,0.3043,0.0548,0.0076,分散型品类
5623,218,111,199698624,12,0.0550,42,0.1927,0.0164,0.0075,分散型品类
12368,59,44,85168217,4,0.0678,16,0.2712,0.0301,0.0075,分散型品类
11492,36,29,135494766,3,0.0833,12,0.3333,0.0417,0.0075,分散型品类
9457,36,29,145574759,3,0.0833,12,0.3333,0.0417,0.0075,分散型品类
4540,30,24,6383545,3,0.1000,11,0.3667,0.0489,0.0075,分散型品类
1392,29,24,311710674,3,0.1034,10,0.3448,0.0488,0.0074,分散型品类
3690,29,24,59886188,3,0.1034,10,0.3448,0.0488,0.0074,分散型品类
7033,29,24,174519978,3,0.1034,10,0.3448,0.0488,0.0074,分散型品类
10523,205,137,83760958,12,0.0585,41,0.2000,0.0145,0.0073,分散型品类
6045,123,70,145833501,6,0.0488,26,0.2114,0.0215,0.0073,分散型品类
14033,110,69,147435262,6,0.0545,24,0.2182,0.0217,0.0073,分散型品类
5993,86,54,198292381,5,0.0581,20,0.2326,0.0257,0.0073,分散型品类
10686,76,53,380146527,5,0.0658,19,0.2500,0.026,0.0073,分散型品类
8709,61,44,225622606,4,0.0656,16,0.2623,0.0299,0.0073,分散型品类
4372,23,18,109753209,2,0.0870,10,0.4348,0.0624,0.0073,分散型品类
9307,21,17,47265382,2,0.0952,9,0.4286,0.0657,0.0073,分散型品类
7712,126,87,226847466,8,0.0635,26,0.2063,0.0186,0.0072,分散型品类
3378,91,59,81018308,6,0.0659,21,0.2308,0.0241,0.0072,分散型品类
13727,66,52,105421672,5,0.0758,17,0.2576,0.0263,0.0072,分散型品类
5600,46,37,259012182,4,0.0870,13,0.2826,0.034,0.0072,分散型品类
6986,32,25,244418761,3,0.0938,11,0.3438,0.0469,0.0072,分散型品类
6437,26,23,337807303,3,0.1154,8,0.3077,0.0504,0.0072,分散型品类
13713,25,17,188963902,2,0.0800,10,0.4000,0.0656,0.0072,分散型品类
11393,19,16,138320969,2,0.1053,8,0.4211,0.0692,0.0072,分散型品类
2334,19,16,4928442,2,0.1053,8,0.4211,0.0692,0.0072,分散型品类
8951,19,16,29582575,2,0.1053,8,0.4211,0.0692,0.0072,分散型品类
5430,16,14,237436372,2,0.1250,7,0.4375,0.0781,0.0072,分散型品类
6824,16,14,139870464,2,0.1250,7,0.4375,0.0781,0.0072,分散型品类
8344,16,14,28463937,2,0.1250,7,0.4375,0.0781,0.0072,分散型品类
9753,16,14,143602341,2,0.1250,7,0.4375,0.0781,0.0072,分散型品类
10973,16,14,68897420,2,0.1250,7,0.4375,0.0781,0.0072,分散型品类
14006,16,14,17710371,2,0.1250,7,0.4375,0.0781,0.0072,分散型品类
3944,210,142,135828286,13,0.0619,39,0.1857,0.0141,0.0071,分散型品类
4560,160,104,279336604,8,0.0500,31,0.1938,0.0166,0.0071,分散型品类
3502,77,56,204646453,4,0.0519,19,0.2468,0.0248,0.0071,分散型品类
9298,33,25,158215269,3,0.0909,11,0.3333,0.0468,0.0071,分散型品类
6084,28,24,36186203,3,0.1071,9,0.3214,0.0484,0.0071,分散型品类
8480,28,24,373266283,3,0.1071,9,0.3214,0.0484,0.0071,分散型品类
6828,130,92,60531820,8,0.0615,27,0.2077,0.0178,0.007,分散型品类
10121,267,162,35346190,15,0.0562,49,0.1835,0.013,0.0069,分散型品类
8665,58,46,246721499,5,0.0862,14,0.2414,0.0285,0.0069,分散型品类
2298,22,18,3320387,2,0.0909,9,0.4091,0.062,0.0069,分散型品类
192,12,11,289179513,2,0.1667,6,0.5000,0.0972,0.0069,分散型品类
340,12,11,103327624,2,0.1667,6,0.5000,0.0972,0.0069,分散型品类
705,12,11,247587178,2,0.1667,6,0.5000,0.0972,0.0069,分散型品类
2410,12,11,6917649,2,0.1667,6,0.5000,0.0972,0.0069,分散型品类
3227,12,11,388234,2,0.1667,6,0.5000,0.0972,0.0069,分散型品类
4034,12,11,46351712,2,0.1667,6,0.5000,0.0972,0.0069,分散型品类
5264,12,11,322486251,2,0.1667,6,0.5000,0.0972,0.0069,分散型品类
5602,12,11,288788163,2,0.1667,6,0.5000,0.0972,0.0069,分散型品类
5869,12,11,233870272,2,0.1667,6,0.5000,0.0972,0.0069,分散型品类
6168,12,11,232938227,2,0.1667,6,0.5000,0.0972,0.0069,分散型品类
6176,12,11,353732521,2,0.1667,6,0.5000,0.0972,0.0069,分散型品类
6518,12,11,122860494,2,0.1667,6,0.5000,0.0972,0.0069,分散型品类
6627,12,11,317076987,2,0.1667,6,0.5000,0.0972,0.0069,分散型品类
9117,12,11,150049228,2,0.1667,6,0.5000,0.0972,0.0069,分散型品类
9139,12,11,238139369,2,0.1667,6,0.5000,0.0972,0.0069,分散型品类
9480,12,11,371947408,2,0.1667,6,0.5000,0.0972,0.0069,分散型品类
10734,12,11,155892818,2,0.1667,6,0.5000,0.0972,0.0069,分散型品类
10772,12,11,214459286,2,0.1667,6,0.5000,0.0972,0.0069,分散型品类
11114,12,11,322488182,2,0.1667,6,0.5000,0.0972,0.0069,分散型品类
11219,12,11,136687402,2,0.1667,6,0.5000,0.0972,0.0069,分散型品类
11621,12,11,307091681,2,0.1667,6,0.5000,0.0972,0.0069,分散型品类
12275,12,11,118146105,2,0.1667,6,0.5000,0.0972,0.0069,分散型品类
12540,12,11,379582621,2,0.1667,6,0.5000,0.0972,0.0069,分散型品类
12657,12,11,182693794,2,0.1667,6,0.5000,0.0972,0.0069,分散型品类
13224,12,11,210976573,2,0.1667,6,0.5000,0.0972,0.0069,分散型品类
3760,251,111,291980785,12,0.0478,44,0.1753,0.0158,0.0068,分散型品类
7404,74,45,282476503,4,0.0541,18,0.2432,0.0288,0.0068,分散型品类
1361,58,47,126297163,4,0.0690,15,0.2586,0.0279,0.0068,分散型品类
6516,33,26,181176849,3,0.0909,11,0.3333,0.045,0.0068,分散型品类
4998,24,19,214118974,2,0.0833,10,0.4167,0.059,0.0068,分散型品类
9856,98,80,301743966,8,0.0816,19,0.1939,0.0191,0.0067,分散型品类
6256,51,42,274559212,4,0.0784,14,0.2745,0.0303,0.0067,分散型品类
2413,41,35,167049677,4,0.0976,11,0.2683,0.0351,0.0067,分散型品类
7601,29,25,174149471,3,0.1034,9,0.3103,0.0464,0.0067,分散型品类
9229,29,25,86761314,3,0.1034,9,0.3103,0.0464,0.0067,分散型品类
7299,125,80,363981452,7,0.0560,25,0.2000,0.019,0.0066,分散型品类
9909,68,58,367872235,6,0.0882,15,0.2206,0.0238,0.0066,分散型品类
5985,31,26,168662795,3,0.0968,10,0.3226,0.0448,0.0066,分散型品类
856,31,26,391180601,3,0.0968,10,0.3226,0.0448,0.0066,分散型品类
13028,26,20,73700226,2,0.0769,10,0.3846,0.0562,0.0066,分散型品类
4282,20,17,163029017,2,0.1000,8,0.4000,0.065,0.0066,分散型品类
7985,20,17,26256904,2,0.1000,8,0.4000,0.065,0.0066,分散型品类
8132,62,45,145000359,4,0.0645,16,0.2581,0.0286,0.0065,分散型品类
3275,57,45,106747907,4,0.0702,15,0.2632,0.0286,0.0065,分散型品类
1854,52,46,175782895,5,0.0962,11,0.2115,0.0281,0.0065,分散型品类
9693,47,36,309602258,4,0.0851,12,0.2553,0.034,0.0064,分散型品类
5727,25,23,234136964,3,0.1200,7,0.2800,0.0496,0.0064,分散型品类
169,25,23,241909358,3,0.1200,7,0.2800,0.0496,0.0064,分散型品类
8907,23,19,104468871,2,0.0870,9,0.3913,0.0587,0.0064,分散型品类
12636,17,15,167438464,2,0.1176,7,0.4118,0.0726,0.0064,分散型品类
13215,17,15,106026228,2,0.1176,7,0.4118,0.0726,0.0064,分散型品类
888,17,15,179328891,2,0.1176,7,0.4118,0.0726,0.0064,分散型品类
1572,17,15,8868395,2,0.1176,7,0.4118,0.0726,0.0064,分散型品类
2859,17,15,21776401,2,0.1176,7,0.4118,0.0726,0.0064,分散型品类
12326,123,83,125593389,6,0.0488,26,0.2114,0.0183,0.0063,分散型品类
5944,79,54,170244713,5,0.0633,17,0.2152,0.0246,0.0062,分散型品类
1720,38,35,391024184,4,0.1053,8,0.2105,0.0346,0.0062,分散型品类
2839,36,28,173457880,3,0.0833,11,0.3056,0.0417,0.0062,分散型品类
4076,30,26,232422889,3,0.1000,9,0.3000,0.0444,0.0062,分散型品类
12680,28,21,99189741,2,0.0714,10,0.3571,0.0535,0.0062,分散型品类
2431,27,21,14749001,2,0.0741,10,0.3704,0.0535,0.0062,分散型品类
6748,27,21,21593687,2,0.0741,10,0.3704,0.0535,0.0062,分散型品类
8161,104,73,326492304,7,0.0673,21,0.2019,0.0198,0.0061,分散型品类
3793,93,69,202587252,6,0.0645,20,0.2151,0.0205,0.0061,分散型品类
1370,68,49,213799573,5,0.0735,15,0.2206,0.0264,0.0061,分散型品类
10761,28,25,215070970,3,0.1071,8,0.2857,0.0459,0.0061,分散型品类
3942,184,120,264469913,8,0.0435,32,0.1739,0.0143,0.006,分散型品类
232,53,41,20952309,4,0.0755,13,0.2453,0.0303,0.006,分散型品类
12261,26,24,205330043,3,0.1154,7,0.2692,0.0474,0.006,分散型品类
4588,21,18,117692244,2,0.0952,8,0.3810,0.0612,0.006,分散型品类
4753,21,18,110903947,2,0.0952,8,0.3810,0.0612,0.006,分散型品类
9297,21,18,43489355,2,0.0952,8,0.3810,0.0612,0.006,分散型品类
7021,100,77,68266089,6,0.0600,21,0.2100,0.0188,0.0059,分散型品类
4583,70,49,341289384,4,0.0571,16,0.2286,0.0262,0.0059,分散型品类
215,42,34,247870151,3,0.0714,12,0.2857,0.0351,0.0059,分散型品类
14038,31,27,332705882,3,0.0968,9,0.2903,0.0427,0.0059,分散型品类
10983,13,12,16675927,2,0.1538,6,0.4615,0.0887,0.0059,分散型品类
590,13,12,358315176,2,0.1538,6,0.4615,0.0887,0.0059,分散型品类
1807,13,12,294574604,2,0.1538,6,0.4615,0.0887,0.0059,分散型品类
3200,13,12,309118367,2,0.1538,6,0.4615,0.0887,0.0059,分散型品类
4302,13,12,152711040,2,0.1538,6,0.4615,0.0887,0.0059,分散型品类
4531,13,12,46504624,2,0.1538,6,0.4615,0.0887,0.0059,分散型品类
5579,13,12,402527521,2,0.1538,6,0.4615,0.0887,0.0059,分散型品类
6985,13,12,258883846,2,0.1538,6,0.4615,0.0887,0.0059,分散型品类
3321,84,68,187390205,6,0.0714,17,0.2024,0.0204,0.0058,分散型品类
10275,68,54,59853447,4,0.0588,16,0.2353,0.0242,0.0058,分散型品类
7229,68,58,27243053,5,0.0735,15,0.2206,0.0229,0.0058,分散型品类
5324,33,28,158842999,3,0.0909,10,0.3030,0.0413,0.0058,分散型品类
2909,28,22,17075850,2,0.0714,10,0.3571,0.051,0.0058,分散型品类
11797,28,22,63495705,2,0.0714,10,0.3571,0.051,0.0058,分散型品类
12117,18,16,343639622,2,0.1111,7,0.3889,0.068,0.0058,分散型品类
12386,18,16,46979782,2,0.1111,7,0.3889,0.068,0.0058,分散型品类
7061,18,16,140135417,2,0.1111,7,0.3889,0.068,0.0058,分散型品类
8432,18,16,512749,2,0.1111,7,0.3889,0.068,0.0058,分散型品类
2048,18,16,14221449,2,0.1111,7,0.3889,0.068,0.0058,分散型品类
2947,18,16,121358207,2,0.1111,7,0.3889,0.068,0.0058,分散型品类
3111,18,16,19373326,2,0.1111,7,0.3889,0.068,0.0058,分散型品类
4247,18,16,94647281,2,0.1111,7,0.3889,0.068,0.0058,分散型品类
9598,101,79,226393228,6,0.0594,21,0.2079,0.0183,0.0057,分散型品类
7619,80,58,78487883,4,0.0500,18,0.2250,0.0228,0.0057,分散型品类
6689,49,39,195855770,4,0.0816,12,0.2449,0.0312,0.0057,分散型品类
3090,47,33,48664854,3,0.0638,12,0.2553,0.0358,0.0057,分散型品类
6000,301,240,387911330,19,0.0631,44,0.1462,0.0097,0.0056,分散型品类
9807,210,105,259554644,9,0.0429,32,0.1524,0.0151,0.0056,分散型品类
8930,74,50,143042638,4,0.0541,17,0.2297,0.0255,0.0056,分散型品类
10271,74,56,310350993,5,0.0676,16,0.2162,0.0233,0.0056,分散型品类
11756,72,58,343507809,5,0.0694,15,0.2083,0.0228,0.0056,分散型品类
4584,70,55,71285955,5,0.0714,15,0.2143,0.0237,0.0056,分散型品类
3654,22,19,164269143,2,0.0909,8,0.3636,0.0579,0.0056,分散型品类
10529,22,19,72035707,2,0.0909,8,0.3636,0.0579,0.0056,分散型品类
10804,123,87,309244888,7,0.0569,22,0.1789,0.0168,0.0054,分散型品类
13547,72,56,1273828,4,0.0556,16,0.2222,0.0232,0.0054,分散型品类
7167,59,51,95906265,5,0.0847,13,0.2203,0.0249,0.0054,分散型品类
13985,55,45,196516706,4,0.0727,13,0.2364,0.0275,0.0054,分散型品类
6331,48,35,35973619,3,0.0625,12,0.2500,0.0338,0.0054,分散型品类
2511,46,36,17823751,3,0.0652,12,0.2609,0.033,0.0054,分散型品类
7709,27,25,34264754,3,0.1111,7,0.2593,0.0452,0.0054,分散型品类
10846,25,21,120379298,2,0.0800,9,0.3600,0.0528,0.0054,分散型品类
13355,25,21,61040103,2,0.0800,9,0.3600,0.0528,0.0054,分散型品类
1954,25,21,39304208,2,0.0800,9,0.3600,0.0528,0.0054,分散型品类
12569,336,152,255710896,13,0.0387,50,0.1488,0.0119,0.0053,分散型品类
11241,121,77,23573349,6,0.0496,23,0.1901,0.0183,0.0053,分散型品类
5908,114,83,242276533,6,0.0526,21,0.1842,0.0172,0.0053,分散型品类
6417,107,75,122165458,6,0.0561,20,0.1869,0.0186,0.0053,分散型品类
6460,95,72,132609652,5,0.0526,19,0.2000,0.0191,0.0053,分散型品类
8409,88,67,389750965,5,0.0568,18,0.2045,0.0202,0.0053,分散型品类
675,216,143,264836800,10,0.0463,34,0.1574,0.0121,0.0052,分散型品类
3067,81,59,221833630,5,0.0617,16,0.1975,0.0221,0.0052,分散型品类
11270,64,48,75264243,4,0.0625,14,0.2188,0.0259,0.0052,分散型品类
8650,45,37,138135714,3,0.0667,12,0.2667,0.0321,0.0052,分散型品类
3827,40,32,132256901,3,0.0750,11,0.2750,0.0363,0.0052,分散型品类
9752,33,29,60357693,3,0.0909,9,0.2727,0.0395,0.0052,分散型品类
8007,28,23,49445826,2,0.0714,10,0.3571,0.0484,0.0052,分散型品类
5578,19,17,82040829,2,0.1053,7,0.3684,0.0637,0.0052,分散型品类
5686,19,17,145741176,2,0.1053,7,0.3684,0.0637,0.0052,分散型品类
4455,19,17,203158818,2,0.1053,7,0.3684,0.0637,0.0052,分散型品类
11273,19,17,31067925,2,0.1053,7,0.3684,0.0637,0.0052,分散型品类
11610,19,17,126973581,2,0.1053,7,0.3684,0.0637,0.0052,分散型品类
5751,306,177,214530293,11,0.0359,43,0.1405,0.0107,0.0051,分散型品类
12753,215,136,281010457,9,0.0419,32,0.1488,0.0124,0.0051,分散型品类
7590,185,121,163031814,9,0.0486,31,0.1676,0.0133,0.0051,分散型品类
2950,184,126,277331482,9,0.0489,31,0.1685,0.013,0.0051,分散型品类
939,132,85,81988887,7,0.0530,22,0.1667,0.0168,0.0051,分散型品类
220,56,42,10038009,3,0.0536,13,0.2321,0.0287,0.0051,分散型品类
12397,41,36,806477,3,0.0732,10,0.2439,0.0327,0.0051,分散型品类
9933,31,28,316061120,3,0.0968,8,0.2581,0.0407,0.0051,分散型品类
3631,26,22,74901313,2,0.0769,9,0.3462,0.0503,0.0051,分散型品类
11771,26,22,29916677,2,0.0769,9,0.3462,0.0503,0.0051,分散型品类
11529,23,20,30668634,2,0.0870,8,0.3478,0.0549,0.0051,分散型品类
13825,23,20,87267333,2,0.0870,8,0.3478,0.0549,0.0051,分散型品类
11111,14,13,38510766,2,0.1429,6,0.4286,0.0816,0.0051,分散型品类
11564,14,13,373613760,2,0.1429,6,0.4286,0.0816,0.0051,分散型品类
5360,14,13,290615707,2,0.1429,6,0.4286,0.0816,0.0051,分散型品类
5453,14,13,37093755,2,0.1429,6,0.4286,0.0816,0.0051,分散型品类
5801,14,13,322559305,2,0.1429,6,0.4286,0.0816,0.0051,分散型品类
8809,14,13,148605587,2,0.1429,6,0.4286,0.0816,0.0051,分散型品类
9719,14,13,227182382,2,0.1429,6,0.4286,0.0816,0.0051,分散型品类
1630,14,13,285390536,2,0.1429,6,0.4286,0.0816,0.0051,分散型品类
2213,14,13,123194728,2,0.1429,6,0.4286,0.0816,0.0051,分散型品类
2901,484,256,274512615,13,0.0269,62,0.1281,0.0089,0.005,分散型品类
7516,136,110,184361392,9,0.0662,22,0.1618,0.014,0.005,分散型品类
4435,91,75,22697809,5,0.0549,18,0.1978,0.0182,0.005,分散型品类
7467,70,51,150317581,4,0.0571,15,0.2143,0.0245,0.005,分散型品类
107,62,50,171867933,4,0.0645,14,0.2258,0.0249,0.005,分散型品类
7929,51,35,115567810,3,0.0588,12,0.2353,0.0334,0.005,分散型品类
7312,204,148,221445876,8,0.0392,34,0.1667,0.0117,0.0049,分散型品类
6697,151,108,107589974,8,0.0530,26,0.1722,0.0141,0.0049,分散型品类
1969,69,54,203009780,4,0.0580,15,0.2174,0.0233,0.0049,分散型品类
6304,57,47,272981924,4,0.0702,13,0.2281,0.0261,0.0049,分散型品类
8066,34,30,25455698,3,0.0882,9,0.2647,0.038,0.0049,分散型品类
11376,181,135,157342738,10,0.0552,29,0.1602,0.0121,0.0048,分散型品类
2040,79,68,226037517,6,0.0759,14,0.1772,0.0194,0.0048,分散型品类
1173,57,48,130075523,4,0.0702,13,0.2281,0.0255,0.0048,分散型品类
5513,52,39,319384483,3,0.0577,12,0.2308,0.0303,0.0048,分散型品类
5201,44,34,138184726,3,0.0682,11,0.2500,0.0341,0.0048,分散型品类
1169,37,32,231595866,3,0.0811,10,0.2703,0.0358,0.0047,分散型品类
4605,37,32,148493200,3,0.0811,10,0.2703,0.0358,0.0047,分散型品类
3074,27,23,142889625,2,0.0741,9,0.3333,0.048,0.0047,分散型品类
11379,27,23,117929643,2,0.0741,9,0.3333,0.048,0.0047,分散型品类
10524,24,21,190637401,2,0.0833,8,0.3333,0.0521,0.0047,分散型品类
12968,20,18,217950041,2,0.1000,7,0.3500,0.06,0.0047,分散型品类
444,20,18,173769122,2,0.1000,7,0.3500,0.06,0.0047,分散型品类
883,20,18,56920635,2,0.1000,7,0.3500,0.06,0.0047,分散型品类
12345,53,45,14466198,4,0.0755,12,0.2264,0.0267,0.0046,分散型品类
9276,44,35,152789726,3,0.0682,11,0.2500,0.0331,0.0046,分散型品类
4963,43,35,298509316,3,0.0698,11,0.2558,0.033,0.0046,分散型品类
1337,30,25,7398821,2,0.0667,10,0.3333,0.0444,0.0046,分散型品类
13852,58,46,202896365,3,0.0517,13,0.2241,0.0261,0.0045,分散型品类
6194,57,46,61190649,3,0.0526,13,0.2281,0.0261,0.0045,分散型品类
2130,40,34,344370042,3,0.0750,11,0.2750,0.0338,0.0045,分散型品类
492,15,14,242296433,2,0.1333,6,0.4000,0.0756,0.0045,分散型品类
892,15,14,291486204,2,0.1333,6,0.4000,0.0756,0.0045,分散型品类
2177,15,14,316570788,2,0.1333,6,0.4000,0.0756,0.0045,分散型品类
